name,year,place,chef,category,location,ranking
Po/Lupa/Babbo,2000,Po/Lupa/Babbo,Mario Batali,Best Chef: New York City,"New York, New York",Nominee
Oliveto,1999,Oliveto,Paul Bertolli,Best Chef: California,"Oakland, California",Winner
La Fourchette,1999,La Fourchette,"CPS Design, Inc.",Outstanding Restaurant Design,"New York, New York",Nominee
Ideya Restaurant,1999,Ideya Restaurant,PNB Design,Outstanding Restaurant Design,"New York, New York",Nominee
The Berghoff,1999,The Berghoff,,America's Classics,"Chicago, Illinois",Winner
Ambria,1999,Ambria,,Outstanding Wine Service,"Chicago, Illinois",Nominee
Mansion on Turtle Creek,1999,Mansion on Turtle Creek,,Outstanding Wine Service,"Dallas, Texas",Nominee
Bill Shore,1999,Bill Shore,,Who's Who of Food & Beverage in America,"Washington, District of Columbia",Winner
RoxSand,1999,RoxSand,Roxsand Scocos,Best Chef: Southwest,"Phoenix, Arizona",Winner
Patria,1999,Patria,Douglas Rodriguez,Best Chef: New York City,"New York, New York",Nominee
Mary Risley,1999,Mary Risley,,Humanitarian of the Year,,Winner
MC Squared,1999,MC Squared,Propp & Guerin,Outstanding Restaurant Graphics,"San Francisco, California",Winner
Mustards Grill,1999,Mustards Grill,Cindy Pawlcyn,Best Chef: California,"Napa, California",Nominee
Clio (At the Eliot Suites Hotel),1999,Clio (At the Eliot Suites Hotel),Ken Oringer,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Molly O'Neill,1999,Molly O'Neill,,Who's Who of Food & Beverage in America,,Winner
The Four Seasons,1999,The Four Seasons,,Outstanding Restaurant,"New York, New York",Winner
Masa's,1999,Masa's,,Outstanding Restaurant,"San Francisco, California",Nominee
Ferdinand Metz,1999,Ferdinand Metz,,Lifetime Achievement,,Winner
Brasserie Perrier,1999,Brasserie Perrier,Francesco Martorella,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Kermit Lynch Wine Merchants,1999,Kermit Lynch Wine Merchants,Kermit Lynch,Outstanding Wine & Spirits Professional,"Berkeley, California",Nominee
Fountain Restaurant (At the Four Seasons Hotel),1999,Fountain Restaurant (At the Four Seasons Hotel),Jean Marie Lacroix,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
1789 Restaurant,1999,1789 Restaurant,Ris Lacoste,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
R.W. Apple,1999,R.W. Apple,,Who's Who of Food & Beverage in America,,Winner
Old Chatham (at Shepherding Co. Inn),1999,Old Chatham (at Shepherding Co. Inn),Melissa Kelly,Best Chef: Northeast,"Old Chatham, New York",Winner
Cafe Atlantico and Jaleo,1999,Cafe Atlantico and Jaleo,José Andrés,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Flying Fish,1999,Flying Fish,Christine Keff,Best Chef: Northwest/Hawaii,"Seattle, Washington",Winner
Cafe Pasqual's,1999,Cafe Pasqual's,Katharine Kagel,Best Chef: Southwest,"Santa Fe, New Mexico",Nominee
Red Sage,1999,Red Sage,Ann Amernick,Outstanding Pastry Chef,"Washington, District of Columbia",Nominee
Original Pancake House,1999,Original Pancake House,,America's Classics,"Portland, Oregon",Winner
Salamander,1999,Salamander,Stan Frankenthaler,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Philippe the Original,1999,Philippe the Original,,America's Classics,"Los Angeles, California",Winner
Mosca's,1999,Mosca's,,America's Classics,"Avondale, Louisiana",Winner
Bolivar,1999,Bolivar,"Louise Fili, LTD.",Outstanding Restaurant Graphics,"New York, New York",Nominee
Frank Pepe Pizzeria Napoletana,1999,Frank Pepe Pizzeria Napoletana,,America's Classics,"New Haven, Connecticut",Winner
The Trellis,1999,The Trellis,Marcel Desaulniers,Outstanding Pastry Chef,"Williamsburg, Virginia",Winner
Renaissance and R Bistro,1999,Renaissance and R Bistro,Charles Dale,Best Chef: Southwest,"Aspen, Colorado",Nominee
Chantarelle,1999,Chantarelle,,Outstanding Service,"New York, New York",Nominee
Café Pasqual's,1999,Café Pasqual's,,America's Classics,"Santa Fe, New Mexico",Winner
Sam Choy's,1999,Sam Choy's,Sam Choy,Best Chef: Northwest/Hawaii,"Honolulu, Hawaii",Nominee
Gail Zweigenthal,1999,Gail Zweigenthal,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Silks,1999,Silks,Dante Boccuzzi,Rising Star Chef of the Year,"San Francisco, California",Nominee
Turley/Marcassin Winery,1999,Turley/Marcassin Winery,Helen Turley,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Second Avenue Deli,1998,Second Avenue Deli,,America's Classics,"New York, New York",Winner
Jean-Georges Vongerichten,1998,Jean-Georges Vongerichten,,Who's Who of Food & Beverage in America,"New York, New York",Winner
The Globe,1998,The Globe,Pentagram Architecture,Outstanding Restaurant Design,"New York, New York",Nominee
Windows on the World/Cellar In The Sky,1998,Windows on the World/Cellar In The Sky,,Outstanding Wine Service,"New York, New York",Nominee
Windows on the World/Cellar in the Sky,1998,Windows on the World/Cellar in the Sky,,Outstanding Wine Service,"New York, New York",Nominee
Tadich Grill,1998,Tadich Grill,,America's Classics,"San Francisco, California",Winner
Pacific's Edge at The Highland's Inn,1998,Pacific's Edge at The Highland's Inn,,Outstanding Wine Service,"Carmel, California",Nominee
Monsoon,1998,Monsoon,Yabu Pushelberg,Outstanding Restaurant Design,"Toronto, Ontario",Winner
Stroud's,1998,Stroud's,,America's Classics,"Kansas City, Missouri",Winner
Le Cirque 2000,1998,Le Cirque 2000,,Best New Restaurant,"New York, New York",Nominee
Spruce,1998,Spruce,Keith Luce,Rising Star Chef of the Year,"Aspen, Colorado",Winner
Wildwood,1998,Wildwood,Cory Schreiber,Best Chef: Northwest,"Portland, Oregon",Winner
Rick Bayless,1998,Rick Bayless,,Humanitarian of the Year,,Winner
Sam Choy's,1998,Sam Choy's,Sam Choy,Best Chef: Northwest,"Kailua Kona, Hawaii",Nominee
Rose Pistola,1998,Rose Pistola,Reed Hearon,Best Chef: California,"San Francisco, California",Nominee
Clio,1998,Clio,Ken Oringer,Best Chef: Northeast,"Boston, Massachusetts",Nominee
"Fifty Seven Fifty Seven, The Four Seasons Hotel",1998,"Fifty Seven Fifty Seven, The Four Seasons Hotel",Bruno Feldeisen,Outstanding Pastry Chef,"New York, New York",Nominee
Old Chatham Sheepherding Co. Inn,1998,Old Chatham Sheepherding Co. Inn,Melissa Kelly,Best Chef: Northeast,"Old Chatham, New York",Nominee
"""Hot Chocolate Festival""",1998,"""Hot Chocolate Festival""",The City Bakery,Outstanding Restaurant Graphics,"New York, New York",Nominee
Madeleine Kamman,1998,Madeleine Kamman,,Lifetime Achievement,,Winner
Provence,1998,Provence,Yannick Cam,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Sterling School of Service and Hospitality,1998,Sterling School of Service and Hospitality,Evan Goldstein,Outstanding Wine & Spirits Professional,"Napa Valley, Rutherford, California",Nominee
"Silks, Mandarin Oriental Hotel",1998,"Silks, Mandarin Oriental Hotel",Dante Boccuzzi,Rising Star Chef of the Year,"San Francisco, California",Nominee
Monzu,1998,Monzu,"Louise Fili, LTD.",Outstanding Restaurant Graphics,"New York, New York",Nominee
Darrel & Oliver's Cafe Maxx,1998,Darrel & Oliver's Cafe Maxx,Oliver Saucy,Best Chef: Southeast,"Pompano Beach, Florida",Nominee
Zinc,1998,Zinc,Nicholas Tischler,Rising Star Chef of the Year,"Boston, Massachusetts",Nominee
Joe T. Garcias Mexican Food Restaurant,1998,Joe T. Garcias Mexican Food Restaurant,,America's Classics,"Fort Worth, Texas",Winner
Doris & Ed's Seafood Restaurant,1998,Doris & Ed's Seafood Restaurant,,America's Classics,"Highlands, New Jersey",Winner
Marcassin Vineyards,1998,Marcassin Vineyards,Helen Turley,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
Durgin Park,1998,Durgin Park,,America's Classics,"Boston, Massachusetts",Winner
Joe's Stone Crab,1998,Joe's Stone Crab,,America's Classics,"Miami Beach, Florida",Winner
Al Forno,1998,Al Forno,,Outstanding Restaurant,"Provience, Rhode Island",Nominee
Biba,1998,Biba,Susan Regis,Best Chef: Northeast,"Boston, Massachusetts",Winner
The Boathouse Cafe,1998,The Boathouse Cafe,John Villa,Rising Star Chef of the Year,"New York, New York",Nominee
Citronelle,1998,Citronelle,Ann Amernick,Outstanding Pastry Chef,"Washington, District of Columbia",Nominee
Dining Room at The Ritz-Carlton,1998,Dining Room at The Ritz-Carlton,Sarah Stegner,Best Chef: Midwest,"Chicago, Illinois",Winner
Lutece,1998,Lutece,Eberhard Mueller,Best Chef: New York City,"New York, New York",Nominee
"Lespinasse, St. Regis Hotel",1998,"Lespinasse, St. Regis Hotel",Gray Kunz,Outstanding Chef,"New York, New York",Nominee
Brasserie T,1998,Brasserie T,Rick Tramonto,Best Chef: Midwest,"Northfield, Illinois",Nominee
Alan Richman,1998,Alan Richman,,Who's Who of Food & Beverage in America,"Mamaroneck, New York",Winner
Emmett Watson's Oyster Bar,1998,Emmett Watson's Oyster Bar,,America's Classics,"Seattle, Washington",Winner
Carolyn O'Neil,1998,Carolyn O'Neil,,Who's Who of Food & Beverage in America,,Winner
Paula Lambert,1998,Paula Lambert,,Who's Who of Food & Beverage in America,"Dallas, Texas",Winner
,1998,,Robert Parker,Outstanding Wine & Spirits Professional,"Monkton, Maryland",Winner
Charles Palmer,1998,Charles Palmer,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Monsoon,1998,Monsoon,Yabu Pushelburg,Outstanding Restaurant Design,Toronto,Nominee
Sam Choy's,1997,Sam Choy's,Sam Choy,Best Chef: Northwest/Hawaii,"Honolulu/Kailua-Kona, Hawaii",Nominee
Mustard's Grill,1997,Mustard's Grill,Cindy Pawlcyn,Best Chef: California,"Yountville, California",Nominee
Paci Restaurant,1997,Paci Restaurant,Ferris Architects,Outstanding Restaurant Design,"Southport, Connecticut",Winner
Aureole,1997,Aureole,Charles Palmer,Best Chef: New York City,"New York, New York",Winner
Graham Kerr,1997,Graham Kerr,,Who's Who of Food & Beverage in America,"Camano Island, Washington",Winner
Cafe Republic,1997,Cafe Republic,Gyro World Advertising,Outstanding Restaurant Graphics,"Philadelphia, Pennsylvania",Nominee
Churrascos,1997,Churrascos,Michael Cordua,Best Chef: Southwest,"Houston, Texas",Nominee
Inn at Little Washington,1997,Inn at Little Washington,,Outstanding Service,"Washington, Virginia",Winner
Senza Nome,1997,Senza Nome,James Gauer Architects,Outstanding Restaurant Design,"New York, New York",Nominee
Savannah,1997,Savannah,Afuture Company,Outstanding Restaurant Design,"Miami Beach, Florida",Nominee
Raji,1997,Raji,Raji Jallepalli,Best Chef: Southeast,"Memphis, Tennessee",Nominee
Metropolitan,1997,Metropolitan,FFKR Architects,Outstanding Restaurant Design,"Salt Lake City, Utah",Nominee
Louis' Charleston Grill,1997,Louis' Charleston Grill,Louis Osteen,Best Chef: Southeast,"Charleston, South Carolina",Nominee
Ecco II Pane,1997,Ecco II Pane,Herrainco Design,Outstanding Restaurant Graphics,"Vancouver, British Columbia",Nominee
Turley/Marcassin Vineyards,1997,Turley/Marcassin Vineyards,Helen Turley,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Lespinasse,1997,Lespinasse,Gray Kunz,Outstanding Chef,"New York, New York",Nominee
Park Avenue Cafe,1997,Park Avenue Cafe,Richard Leach,Outstanding Pastry Chef,"New York, New York",Winner
Tapika Resturant,1997,Tapika Resturant,"Rockwell Architecture, Planning & Design",Outstanding Restaurant Design,"New York, New York",Nominee
Le Francais,1997,Le Francais,Roland Liccioni,Best Chef: Midwest,"Wheeling, Illinois",Winner
Barbara Haber,1997,Barbara Haber,,Who's Who of Food & Beverage in America,"Winchester, Massachusetts",Winner
Simi Winery,1997,Simi Winery,Zelma Long,Outstanding Wine & Spirits Professional,"Healdsburg, California",Winner
Salamander Restaurant,1997,Salamander Restaurant,Stan Frankenthaler,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Susanna Foo,1997,Susanna Foo,Susanna Foo,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Winner
Adam Tihany,1997,Adam Tihany,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Tapika,1997,Tapika,David Walzog,Rising Star Chef of the Year,"New York, New York",Nominee
"Rialto, The Charles Hotel",1997,"Rialto, The Charles Hotel",Jody Adams,Best Chef: Northeast,"Cambridge, Massachusetts",Winner
Osteria del Circo,1997,Osteria del Circo,,Best New Restaurant,"New York, New York",Nominee
Spruce,1997,Spruce,,Best New Restaurant,"Chicago, Illinois",Nominee
Border Grill,1997,Border Grill,Susan Feniger,Best Chef: California,"Santa Monica, California",Nominee
Arcadia,1997,Arcadia,Anne Rosenzweig,Best Chef: New York City,"New York, New York",Nominee
Restaurant at Little Nell,1997,Restaurant at Little Nell,George Mahaffey,Best Chef: Southwest,"Aspen, Colorado",Winner
"Nobu, NY/Matsuhisa, LA",1997,"Nobu, NY/Matsuhisa, LA",Nobu Matsuhisa,Outstanding Chef,,Nominee
Joe Baum,1997,Joe Baum,,Lifetime Achievement,,Winner
Windows on the Green at The Phoenician,1997,Windows on the Green at The Phoenician,Robert McGrath,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
Flo Braker,1997,Flo Braker,,Who's Who of Food & Beverage in America,"Palo Alto, California",Winner
Palace Kitchen,1997,Palace Kitchen,,Best New Restaurant,"Seattle, Washington",Nominee
R. Michael Mondavi,1997,R. Michael Mondavi,,Who's Who of Food & Beverage in America,"Napa, California",Winner
Coco Loco,1997,Coco Loco,Yannick Cam,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Timothy Mondavi,1997,Timothy Mondavi,,Who's Who of Food & Beverage in America,"Oakville, California",Winner
The Herbfarm,1997,The Herbfarm,Jerry Traunfeld,Best Chef: Northwest/Hawaii,"Fall City, Washington",Nominee
Lenox Room,1997,Lenox Room,Aerial,Outstanding Restaurant Graphics,"New York, New York",Winner
Sparks Steak House,1997,Sparks Steak House,,Outstanding Wine Service,"New York, New York",Nominee
Mary Elaine's,1997,Mary Elaine's,Alessandro Stratta,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
Julian Niccolini,1997,Julian Niccolini,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Mango,1997,Mango,Steve Chiappetti,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
Chantarelles,1997,Chantarelles,Philippe Chin,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Jean-Louis at the Watergate,1996,Jean-Louis at the Watergate,,Outstanding Wine Service,"Washington, District of Columbia",Nominee
Sarabeth's,1996,Sarabeth's,Sarabeth Levine,Outstanding Pastry Chef,"New York, New York",Winner
Bar 89,1996,Bar 89,Ogawa/Depardon Architects,Outstanding Restaurant Design,"New York, New York",Winner
JoJo,1996,JoJo,Jean-Georges Vongerichten,Best Chef: New York City,"New York, New York",Winner
Stars,1996,Stars,Jeremiah Tower,Outstanding Chef,"San Francisco, California",Winner
Danny Meyer,1996,Danny Meyer,,Humanitarian of the Year,,Winner
Danny Meyer,1996,Danny Meyer,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Citrus,1996,Citrus,Michel Richard,Outstanding Chef,"Los Angeles, California",Nominee
Brasserie Jo,1996,Brasserie Jo,,Best New Restaurant,"Chicago, Illinois",Winner
Peter Kump,1996,Peter Kump,,Lifetime Achievement,,Winner
Betelnut,1996,Betelnut,,Best New Restaurant,"San Francisco, California",Nominee
Biba/Pignoli,1996,Biba/Pignoli,Lydia Shire,Outstanding Chef,"Boston, Massachusetts",Nominee
Canoe,1996,Canoe,,Best New Restaurant,"Atlanta, Georgia",Nominee
The Frog and the Redneck,1996,The Frog and the Redneck,Jimmy Sneed,Best Chef: Mid-Atlantic,"Richmond, Virginia",Nominee
Charlie Trotter,1996,Charlie Trotter,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
The Market at Newport,1996,The Market at Newport,Turett Collaborative Architects,Outstanding Restaurant Design,"Jersey City, New Jersey",Nominee
Jean-Jacques Rachou,1996,Jean-Jacques Rachou,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Galileo,1996,Galileo,Roberto Donna,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Winner
The Double A,1996,The Double A,Mike Fink,Outstanding Restaurant Graphics,"Santa Fe, New Mexico",Winner
East Coast Grill/Blue Room,1996,East Coast Grill/Blue Room,Christopher Schlesinger,Best Chef: Northeast,"Cambridge, Massachusetts",Winner
Christopher Kimball,1996,Christopher Kimball,,Who's Who of Food & Beverage in America,"Brookline, Massachusetts",Winner
Kaspar's,1996,Kaspar's,Kaspar Donier,Best Chef: Northwest/Hawaii,"Seattle, Washington",Nominee
Schramsberg Vineyards,1996,Schramsberg Vineyards,Jack Davies,Outstanding Wine & Spirits Professional,"Calistoga, California",Winner
Jean-Louis at the Watergate Hotel,1996,Jean-Louis at the Watergate Hotel,,Outstanding Restaurant,"Washington, District of Columbia",Nominee
Rubicon,1996,Rubicon,Larry Stone,Outstanding Wine & Spirits Professional,"Burlingame, California",Nominee
Lai Wah Heen,1996,Lai Wah Heen,Terry O Communications Inc.,Outstanding Restaurant Graphics,Toronto,Nominee
Nicholas Malgieri,1996,Nicholas Malgieri,,Who's Who of Food & Beverage in America,"New York, New York",Winner
"The Dining Room at The Ritz-Carlton, Buckhead",1996,"The Dining Room at The Ritz-Carlton, Buckhead",Guenter Seeger,Best Chef: Southeast,"Atlanta, Georgia",Winner
Zelma Long,1996,Zelma Long,,Who's Who of Food & Beverage in America,"Windsor, California",Winner
Lidia Bastianich,1996,Lidia Bastianich,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Republic,1996,Republic,Studio GAIA,Outstanding Restaurant Design,"New York, New York",Nominee
Bouley,1996,Bouley,Bill Yosses,Outstanding Pastry Chef,"New York, New York",Nominee
Aja,1996,Aja,Gary Robins,Rising Star Chef of the Year,"New York, New York",Nominee
A Pacific Cafe,1995,A Pacific Cafe,Jean Marie Josselin,Best Chef: Northwest/Hawaii,"Kapaa, Kauai, Hawaii",Nominee
Matthew's,1995,Matthew's,Matthew Kenney,Rising Star Chef of the Year,"New York, New York",Nominee
Martha Stewart,1995,Martha Stewart,,Who's Who of Food & Beverage in America,,Winner
Milton Glaser,1995,Milton Glaser,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Restaurant Jean-Louis,1995,Restaurant Jean-Louis,Jean-Louis Gerin,Best Chef: Northeast,,Nominee
Fifty Seven Fifty Seven Restaurant,1995,Fifty Seven Fifty Seven Restaurant,"Chhada, Siembieda, & Partners, Ltd.",Outstanding Restaurant Design,"New York, New York",Winner
Star Canyon,1995,Star Canyon,,Best New Restaurant,"Dallas, Texas",Nominee
Starbake and Stars,1995,Starbake and Stars,Emily Luchetti,Outstanding Pastry Chef,"San Francisco, California",Nominee
Le Cirque,1995,Le Cirque,,Outstanding Restaurant,"New York, New York",Winner
The Ritz-Carlton,1995,The Ritz-Carlton,Amy Ferguson-Ota,Best Chef: Northwest/Hawaii,"Big Island, Hawaii",Nominee
Verbena,1995,Verbena,Evans & Wong,Outstanding Restaurant Graphics,"New York, New York",Nominee
Harold McGee,1995,Harold McGee,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
"Windows on the Green at The Phoenician, Scottsdale, AZ",1995,"Windows on the Green at The Phoenician, Scottsdale, AZ",Robert McGrath,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
Magnolia Grlll,1995,Magnolia Grlll,Ben Barker,Best Chef: Southeast,"Durham, North Carolina",Nominee
Campagne,1995,Campagne,Tamara Murphy,Best Chef: Northwest/Hawaii,"Seattle, Washington",Winner
Paul Newman,1995,Paul Newman,,Humanitarian of the Year,,Winner
The Dining Room-The Ritz-Carlton,1995,The Dining Room-The Ritz-Carlton,Gary Danko,Best Chef: California,"San Francisco, California",Winner
Sanford Restaurant,1995,Sanford Restaurant,Sanford D'Amato,Best Chef: Midwest,"Milwaukee, Wisconsin",Nominee
Acme Baking Co.,1995,Acme Baking Co.,Steve Sullivan,Outstanding Pastry Chef,"Berkeley, California",Nominee
Corti Brothers,1995,Corti Brothers,Darrell Corti,Outstanding Wine & Spirits Professional,"Sacramento, California",Nominee
Rubicon,1995,Rubicon,,Best New Restaurant,"New York, New York",Nominee
Trio,1995,Trio,Rick Tramonto,Best Chef: Midwest,"Northfield, Illinois",Nominee
Tom Cat Bakery,1995,Tom Cat Bakery,Noel Comess,Outstanding Pastry Chef,"Long Island City, New York",Nominee
"The Wildflower, The Lodge at Vail",1995,"The Wildflower, The Lodge at Vail",James Cohen,Best Chef: Southwest,"Vail, Colorado",Nominee
Zen Palate Union Square,1995,Zen Palate Union Square,Tony Chi & Assoc.,Outstanding Restaurant Design,"New York, New York",Nominee
Ray's Boathouse,1995,Ray's Boathouse,,Outstanding Wine Service,"Seattle, Washington",Nominee
Ursula Hotchner,1995,Ursula Hotchner,,Humanitarian of the Year,,Winner
Provence and Coco Loco,1995,Provence and Coco Loco,Yannick Cam,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Commanders Palace,1995,Commanders Palace,,Outstanding Restaurant,"New Orleans, Louisiana",Nominee
Daniel Boulud,1995,Daniel Boulud,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Elizabeth's on 37th,1995,Elizabeth's on 37th,Elizabeth Terry,Best Chef: Southeast,"Savannah, Georgia",Winner
Chuck Williams,1995,Chuck Williams,,Lifetime Achievement,,Winner
Arun's Thai Restaurant,1995,Arun's Thai Restaurant,Arun Sampanthavivat,Best Chef: Midwest,"Chicago, Illinois",Nominee
Nach Waxman,1995,Nach Waxman,,Who's Who of Food & Beverage in America,,Nominee
East Coast Grill and Blue Room,1995,East Coast Grill and Blue Room,Christopher Schlesinger,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Rick Bayless,1995,Rick Bayless,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
Frontera Grill/Topolombampo,1995,Frontera Grill/Topolombampo,Rick Bayless,Outstanding Chef,"Chicago, Illinois",Winner
Masa's,1995,Masa's,Julian Serrano,Best Chef: California,"Las Vegas, Nevada",Nominee
Wine Spectator Magazine,1995,Wine Spectator Magazine,Marvin Shanken,Outstanding Wine & Spirits Professional,"New York, New York",Winner
Restaurant Lulu,1995,Restaurant Lulu,"Cass Calder Smith Architecture, Inc.",Outstanding Restaurant Design,"San Francisco, California",Nominee
Bertrand,1995,Bertrand,Christian Bertrand,Best Chef: Northeast,"Greenwich, Connecticut",Nominee
Joachim Splichal,1995,Joachim Splichal,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
Michela's and Rialto,1995,Michela's and Rialto,Jody Adams,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
A. E. Hotchner,1995,A. E. Hotchner,,Humanitarian of the Year,,Winner
Christopher's and Chirstopher's Bistro,1995,Christopher's and Chirstopher's Bistro,Christopher Gross,Best Chef: Southwest,"Phoenix, Arizona",Winner
Madhur Jaffrey,1995,Madhur Jaffrey,,Who's Who of Food & Beverage in America,"New York, New York",Winner
The Ritz-Carlton,1994,The Ritz-Carlton,Sarah Stegner,Rising Star Chef of the Year,"Chicago, Illinois",Winner
Narcisse Chamberlain,1994,Narcisse Chamberlain,,Who's Who of Food & Beverage in America,,Winner
Arizona 206,1994,Arizona 206,David Walzog,Rising Star Chef of the Year,"New York, New York",Nominee
Robert Mondavi,1994,Robert Mondavi,,Lifetime Achievement,,Winner
Square One,1994,Square One,Joyce Goldstein,Best Chef: California,"San Francisco, California",Winner
New England Culinary Institute,1994,New England Culinary Institute,Jim Dodge,Outstanding Pastry Chef,"Montpelier, Vermont",Nominee
Spago,1994,Spago,,Outstanding Restaurant,"West Hollywood, California",Winner
Baby Routh,1994,Baby Routh,Kevin Rathbun,Rising Star Chef of the Year,"Dallas, Texas",Nominee
Michela's,1994,Michela's,Jody Adams,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Cecily Brownstone,1994,Cecily Brownstone,,Who's Who of Food & Beverage in America,,Winner
Zach Hanle,1994,Zach Hanle,,Who's Who of Food & Beverage in America,,Winner
Brigtsens,1994,Brigtsens,Frank Brigtsen,Best Chef: Southeast,"New Orleans, Louisiana",Nominee
Mr. B's Bistro,1994,Mr. B's Bistro,,Outstanding Service,"New Orleans, Louisiana",Nominee
Windows on the Green,1994,Windows on the Green,Robert McGrath,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
Anchor Brewing Company,1994,Anchor Brewing Company,Fritz Maytag,Outstanding Wine & Spirits Professional,"San Francisco, California",Nominee
Tim and Nina Zagat,1994,Tim and Nina Zagat,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Rainbow Room,1994,Rainbow Room,,Outstanding Service,"New York, New York",Winner
San Domenico,1994,San Domenico,,Outstanding Service,"New York, New York",Nominee
Fullers,1994,Fullers,Monique Barbeau,Best Chef: Pacific Northwest,"Seattle, Washington",Winner
Bonny Doon Vineyard,1994,Bonny Doon Vineyard,Randall Grahm,Outstanding Wine & Spirits Professional,"Santa Cruz, California",Winner
CanoeHouse,1994,CanoeHouse,Alan Wong,Best Chef: Pacific Northwest,"Waimea, Hawaii",Nominee
George Faison,1994,George Faison,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Peter Kump's New York Cooking School,1994,Peter Kump's New York Cooking School,Nicholas Malgieri,Outstanding Pastry Chef,"New York, New York",Nominee
The Restaurant at Little Nell,1994,The Restaurant at Little Nell,George Mahaffey,Best Chef: Southwest,"Aspen, Colorado",Nominee
Jean Anderson,1994,Jean Anderson,,Who's Who of Food & Beverage in America,"Chapel Hill, North Carolina",Winner
Jasper's,1994,Jasper's,Jasper White,Outstanding Chef,"Boston, Massachusetts",Nominee
East Coast Grill,1994,East Coast Grill,Christopher Schlesinger,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Elizabeth Schneider,1994,Elizabeth Schneider,,Who's Who of Food & Beverage in America,"New York, New York",Winner
The Ritz-Carlton Buckhead,1994,The Ritz-Carlton Buckhead,Guenter Seeger,Best Chef: Southeast,"Atlanta, Georgia",Nominee
Barbara Lazaroff,1994,Barbara Lazaroff,,Humanitarian of the Year,,Winner
Christopher's,1994,Christopher's,Christopher Gross,Best Chef: Southwest,"Phoenix, Arizona",Nominee
Pinot Bistro,1994,Pinot Bistro,Octavio Becerra,Rising Star Chef of the Year,"Studio City, California",Nominee
Jeff Smith,1994,Jeff Smith,,Who's Who of Food & Beverage in America,,Winner
Elka,1994,Elka,Elka Gilmore,Best Chef: California,"San Francisco, California",Nominee
Nancy Jenkins,1994,Nancy Jenkins,,Who's Who of Food & Beverage in America,"Camden, Maine",Winner
Ariane Daguin,1994,Ariane Daguin,,Who's Who of Food & Beverage in America,"Newark, New Jersey",Winner
The Ritz-Carlton,1994,The Ritz-Carlton,Gary Danko,Best Chef: California,"San Francisco, California",Nominee
Schramsburg Vineyard,1994,Schramsburg Vineyard,Jack Davies,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
Joel Dean,1994,Joel Dean,,Who's Who of Food & Beverage in America,,Winner
Chef Allen's,1994,Chef Allen's,Allen Susser,Best Chef: Southeast,"North Miami Beach, Florida",Winner
The Hay-Adams Hotel,1994,The Hay-Adams Hotel,Patrick Clark,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Winner
Giorgio DeLuca,1994,Giorgio DeLuca,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Carl Sontheimer,1993,Carl Sontheimer,,Who's Who of Food & Beverage in America,,Winner
Ben Cohen,1993,Ben Cohen,,Humanitarian of the Year,,Winner
Gael Greene,1993,Gael Greene,,Who's Who of Food & Beverage in America,"New York, New York",Winner
