name,year,place,chef,category,location,ranking
HALL by o.d.o,2020,HALL by o.d.o,SIMPLICITY,Outstanding Restaurant Design (75 Seats and Under),"New York, New York",Nominee
auburn,2020,auburn,Klein Agency,Outstanding Restaurant Design (76 Seats and Over),"Los Angeles, California",Winner
Fisher's at Orange Beach Marina,2020,Fisher's at Orange Beach Marina,Bill Briand,Best Chef: South,"Orange Beach, Alabama",Semifinalist
Lazy betty,2020,Lazy betty,,Best New Restaurant,"Atlanta, Georgia",Semifinalist
Wildair,2020,Wildair,Jeremiah Stone,Best Chef: New York State,"New York, New York",Semifinalist
Spoonbill Watering Hole & Restaurant,2020,Spoonbill Watering Hole & Restaurant,"Vermillion Architects, LLC",Outstanding Restaurant Design (75 Seats and Under),"Lafayette, Louisiana",Nominee
Uptown Yolk,2020,Uptown Yolk,Gregory Collier Jr.,Best Chef: Southeast,"Charlotte, North Carolina",Semifinalist
La Diosa de los Moles,2020,La Diosa de los Moles,Rocío Camacho,Best Chef: California,"Paramount, California",Semifinalist
Rupee,2020,Rupee,Heliotrope Architects,Outstanding Restaurant Design (76 Seats and Over),"Seattle, Washington",Winner
Lula Cafe,2020,Lula Cafe,Jason Hammel,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Miss Kim Korean Restaurant,2020,Miss Kim Korean Restaurant,Ji Hye Kim,Best Chef: Great Lakes,"Ann Arbor, Michigan",Semifinalist
Smyth,2020,Smyth,John B. Shields,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
auburn,2020,auburn,Klein Agency,Outstanding Restaurant Design (76 Seats and Over),"Los Angeles, California",Winner
Larder Delicatessen & Bakery,2020,Larder Delicatessen & Bakery,Kenneth Shane Scott,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Spoonbill Watering Hole & Restaurant,2020,Spoonbill Watering Hole & Restaurant,Flywheel Co.,Outstanding Restaurant Design (75 Seats and Under),"Houston, Texas",Nominee
Vera's Backyard Bar-B-Que,2020,Vera's Backyard Bar-B-Que,,America's Classics,"Brownsville, Texas",Winner
Lassis Inn,2020,Lassis Inn,,America's Classics,"Little Rock, Arkansas",Winner
Frontier,2020,Frontier,Brian Anthony Jupiter,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Marrow,2020,Marrow,Sarah Welch,Best Chef: Great Lakes,"Detroit, Michigan",Semifinalist
Bluebeard,2020,Bluebeard,Abbi Merriss,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Mister Jiu’s,2020,Mister Jiu’s,Brandon Jew,Best Chef: California,"San Francisco, California",Nominee
Commis,2020,Commis,James Syhabout,Best Chef: California,"Oakland, California",Semifinalist
Birdie G's,2020,Birdie G's,Jeremy Fox,Best Chef: California,"Santa Monica, California",Nominee
Orsa & Winston,2020,Orsa & Winston,Josef Centeno,Best Chef: California,"Los Angeles, California",Semifinalist
Angler,2020,Angler,Joshua Skenes,Best Chef: California,"San Francisco, California",Nominee
Nightshade,2020,Nightshade,Mei Lin,Best Chef: California,"Los Angeles, California",Semifinalist
Mourad,2020,Mourad,Mourad Lahlou,Best Chef: California,"San Francisco, California",Nominee
In Situ,2020,In Situ,Brandon Rodgers,Best Chef: California,"San Francisco, California",Semifinalist
Thattu,2020,Thattu,,Best New Restaurant,"Chicago, Illinois",Semifinalist
Chez Panisse,2020,Chez Panisse,,Design Icon,"Berkeley, California",Winner
n/naka,2020,n/naka,Niki Nakayama,Best Chef: California,"Los Angeles, California",Semifinalist
El Molino Central,2020,El Molino Central,Karen Taylor Waikiki,Best Chef: California,"Boyes Hot Springs, California",Semifinalist
La Diosa de los Moles,2020,La Diosa de los Moles,,Best Chef: California,"Paramount, California",Semifinalist
Kin Khao,2020,Kin Khao,Pim Techamuanvivit,Best Chef: California,"San Francisco, California",Nominee
Vida Cantina,2020,Vida Cantina,David Vargas,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
The Lost Kitchen,2020,The Lost Kitchen,Erin French,Best Chef: Northeast,"Freedom, Maine",Semifinalist
Ngon Vietnamese Bistro,2020,Ngon Vietnamese Bistro,Hai Truong,Best Chef: Midwest,"Saint Paul, Minnesota",Semifinalist
Sarma,2020,Sarma,Cassie Piuma,Best Chef: Northeast,"Somerville, Massachusetts",Nominee
Grand Café,2020,Grand Café,Jamie Malone,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Olive + Oak,2020,Olive + Oak,Jesse Mendica,Best Chef: Midwest,"Webster Groves, Missouri",Semifinalist
Jungle BaoBao,2020,Jungle BaoBao,Paxx Caraballo Moll,Best Chef: South,"Santurce, Puerto Rico",Semifinalist
"(Phoenicia, Forest, Leila)",2020,"(Phoenicia, Forest, Leila)",Samy Eid,Outstanding Restaurateur,"Birmingham, Michigan",Semifinalist
Kopitiam,2020,Kopitiam,Kyo Pang,Best Chef: New York State,"New York, New York",Semifinalist
O Mandarin,2020,O Mandarin,Eric Gao,Best Chef: New York State,"Hartsdale, New York",Semifinalist
Top Taste Restaurant,2020,Top Taste Restaurant,Albert Bartley,Best Chef: New York State,"Kingston, New York",Semifinalist
Balaboosta,2020,Balaboosta,Einat Admony,Best Chef: New York State,"New York, New York",Semifinalist
The Four Horsemen,2020,The Four Horsemen,Nick Curtola,Outstanding Chef,"Brooklyn, New York",Semifinalist
Empellón,2020,Empellón,Alex Stupak,Best Chef: New York State,"New York, New York",Nominee
The Antler Room,2020,The Antler Room,Nicholas Goellner,Best Chef: Midwest,"Kansas City, Missouri",Semifinalist
Mint Mark,2020,Mint Mark,Sean Pharr,Best Chef: Midwest,"Madison, Wisconsin",Semifinalist
Vicia,2020,Vicia,Michael Gallina,Best Chef: Midwest,"St. Louis, Missouri",Nominee
Balkan Treat Box,2020,Balkan Treat Box,Loryn Nalic,Best Chef: Midwest,"Webster Groves, Missouri",Semifinalist
Superiority Burger,2020,Superiority Burger,Brooks Headley,Best Chef: New York State,"New York, New York",Nominee
Centrolina,2020,Centrolina,Amy Brandwein,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Adda,2020,Adda,Chintan Pandya,Best Chef: New York State,"New York, New York",Semifinalist
Aquavit,2020,Aquavit,Emma C Bengtsson,Best Chef: New York State,"New York, New York",Semifinalist
Chengdu Gourmet,2020,Chengdu Gourmet,Wei Zhu,Outstanding Chef,"Pittsburgh, Pennsylvania",Semifinalist
Laurel,2020,Laurel,Nicholas Elmi,Best Chef: Mid-Atlantic,"Collingswood, New Jersey",Nominee
Mama Chang,2020,Mama Chang,Lisa Chang,Best Chef: Mid-Atlantic,"Fairfax, Virginia",Semifinalist
Charleston,2020,Charleston,Cindy Wolf,Best Chef: Mid-Atlantic,"Baltimore, Maryland",Nominee
Anju,2020,Anju,Danny Lee,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Canal House Station,2020,Canal House Station,Melissa Hamilton,Best Chef: Mid-Atlantic,"Milford, New Jersey",Semifinalist
Zenebech Restaurant,2020,Zenebech Restaurant,Zenebech Dessu,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Tail Up Goat,2020,Tail Up Goat,Jon Sybert,Best Chef: Mid-Atlantic,"washington, District of Columbia",Nominee
Llama Inn,2020,Llama Inn,Erik Ramirez,Best Chef: New York State,"Brooklyn, New York",Semifinalist
The Breadfruit & Rum Bar,2020,The Breadfruit & Rum Bar,Danielle Lynn Leoni,Best Chef: Southwest,"Phoenix, Arizona",Semifinalist
Elote Cafe,2020,Elote Cafe,Jeff Smedstad,Best Chef: Southwest,"Sedona, Arizona",Nominee
Esther’s Kitchen,2020,Esther’s Kitchen,James Trees,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
Kai,2020,Kai,Ryan Swanson,Best Chef: Southwest,"Phoenix, Arizona",Semifinalist
Other Mama,2020,Other Mama,Dan Krohmer,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
Sparky's Burgers BBQ and Espresso,2020,Sparky's Burgers BBQ and Espresso,Teako Nunn,Best Chef: Southwest,"Hatch, New Mexico",Semifinalist
Sparky's Burgers BBQ and Espresso,2020,Sparky's Burgers BBQ and Espresso,Josie Nunn,Best Chef: Southwest,"Hatch, New Mexico",Semifinalist
Sazón,2020,Sazón,Fernando Olea,Best Chef: Southwest,"Santa Fe, New Mexico",Semifinalist
Amelia's Wood Fired Cuisine,2020,Amelia's Wood Fired Cuisine,Kevin Snell,Best Chef: Southeast,"Sand Springs, Oklahoma",Semifinalist
CAET Seafood and Oysterette,2020,CAET Seafood and Oysterette,Derek Emerson,Best Chef: South,"Jackson, Mississippi",Semifinalist
Jose Enrique,2020,Jose Enrique,Jose Enrique,Best Chef: South,"San juan, Puerto Rico",Nominee
Haenyeo,2020,Haenyeo,Jenny Kwak,Best Chef: New York State,"Brooklyn, New York",Semifinalist
Annette,2020,Annette,Caroline Glover,Best Chef: Mountain,"Aurora, Colorado",Nominee
Ghee Indian Kitchen,2020,Ghee Indian Kitchen,Niven Patel,Best Chef: South,"Homestead, Florida",Semifinalist
Yeyo’s,2020,Yeyo’s,Rafael Rios,Best Chef: South,"Bentonville, Arkansas",Semifinalist
HANDLE,2020,HANDLE,Briar Handly,Best Chef: Mountain,"Park City, Utah",Semifinalist
ATLA,2020,ATLA,Daniela Soto-Innes,Outstanding Chef,"New York, New York",Nominee
Lil' Deb's Oasis,2020,Lil' Deb's Oasis,Carla Perez-Gallardo,Outstanding Chef,"Hudson, New York",Semifinalist
Hell's Backbone Grill & Farm,2020,Hell's Backbone Grill & Farm,Jennifer Lyn Castle,Best Chef: Mountain,"Boulder, Utah",Nominee
Swan & Bar Bevy,2020,Swan & Bar Bevy,Ken Fulk Inc,Outstanding Restaurant Design (76 Seats and Over),"Miami, Florida",Nominee
Table X Restaurant,2020,Table X Restaurant,David Barboza,Best Chef: Mountain,"Salt Lake City, Utah",Semifinalist
Table X Restaurant,2020,Table X Restaurant,Nick Fahs,Best Chef: Mountain,"Salt Lake City, Utah",Semifinalist
Bar Dough,2020,Bar Dough,Carrie Baird,Best Chef: Mountain,"Denver, Colorado",Nominee
Super Mega Bien,2020,Super Mega Bien,Dana Rodriguez,Best Chef: Mountain,"Denver, Colorado",Nominee
The Tasting Room at Chico Hot Springs,2020,The Tasting Room at Chico Hot Springs,David Wells,Best Chef: Mountain,"Livingston, Montana",Semifinalist
Snake River Grill,2020,Snake River Grill,Jeff Drew,Best Chef: Mountain,"Jackson, Wyoming",Nominee
Teton Thai,2020,Teton Thai,Suchada Johnson,Best Chef: Mountain,"Teton Village, Wyoming",Semifinalist
Petite 4,2020,Petite 4,Sarah Kelly,Best Chef: Mountain,"Boise, Idaho",Semifinalist
Corvino Supper Club & Tasting Room,2020,Corvino Supper Club & Tasting Room,Michael Corvino,Best Chef: Midwest,"Kansas City, Missouri",Nominee
Herons,2020,Herons,Steven Devereaux Greene,Best Chef: Southeast,"Morrisville, North Carolina",Semifinalist
Bastion,2020,Bastion,Josh Habiger,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
BernBaum's,2020,BernBaum's,Andrea Baumgardner,Best Chef: Midwest,"Fargo, North Dakota",Semifinalist
Cúrate,2020,Cúrate,Katie Button,Best Chef: Southeast,"Asheville, North Carolina",Nominee
Chai Pani,2020,Chai Pani,Meherwan Irani,Best Chef: Southeast,"Asheville, North Carolina",Semifinalist
FOLK,2020,FOLK,Philip Krajeck,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Saint-Germain,2020,Saint-Germain,Trey Smith,Best Chef: South,"New Orleans, Louisiana",Semifinalist
Coquette,2020,Coquette,Kristen Essig,Best Chef: South,"New Orleans, Louisiana",Nominee
Archipelago,2020,Archipelago,Aaron Verzosa,Best Chef: Northwest & Pacific,"Seattle, Washington",Semifinalist
Senia,2020,Senia,Anthony Rush,Best Chef: Northwest & Pacific,"Honolulu, Hawaii",Nominee
Joule,2020,Joule,Rachel Yang,Best Chef: Northwest & Pacific,"Seattle, Washington",Nominee
Joule,2020,Joule,Seif Chirchi,Best Chef: Northwest & Pacific,"Seattle, Washington",Nominee
Hood Famous Cafe + Bar,2020,Hood Famous Cafe + Bar,Chera Amlag,Best Chef: Northwest & Pacific,"Seattle, Washington",Semifinalist
Hop Alley,2020,Hop Alley,Tommy Lee,Best Chef: Mountain,"Denver, Colorado",Semifinalist
Boia De,2020,Boia De,Alex Meyer,Best Chef: South,"Miami, Florida",Semifinalist
Tailor,2020,Tailor,Vivek Surti,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Walkers Grill,2020,Walkers Grill,Nick Steen,Best Chef: Mountain,"Billings, Montana",Semifinalist
Departure Restaurant and Lounge,2020,Departure Restaurant and Lounge,Gregory Gourdet,Best Chef: Northwest & Pacific,"Portland, Oregon",Nominee
Kamonegi,2020,Kamonegi,Mutsuko Soma,Best Chef: Northwest & Pacific,"Seattle, Washington",Semifinalist
Shizuku by Chef Naoko,2020,Shizuku by Chef Naoko,Naoko Tamura,Best Chef: Northwest & Pacific,"Portland, Oregon",Semifinalist
MÅURICE LUNCHEONETTE,2020,MÅURICE LUNCHEONETTE,Kristen D. Murray,Best Chef: Northwest & Pacific,"Portland, Oregon",Nominee
Homer,2020,Homer,Logan Cox,Best Chef: Northwest & Pacific,"Seattle, Washington",Semifinalist
Lineage,2020,Lineage,Sheldon John Simeon,Best Chef: Northwest & Pacific,"Kahului, Hawaii",Semifinalist
Aragosta at Goose Cove,2020,Aragosta at Goose Cove,Devin Finigan,Best Chef: Northeast,"Deer Isle, Maine",Semifinalist
Cafe Sushi,2020,Cafe Sushi,Seizi Imura,Best Chef: Northeast,"Somerville, Massachusetts",Semifinalist
Honey Road,2020,Honey Road,Cara Chigazola Tobin,Best Chef: Northeast,"Burlington, Vermont",Semifinalist
Au Courant Regional Kitchen,2020,Au Courant Regional Kitchen,Benjamin Maides,Best Chef: Midwest,"Omaha, Nebraska",Semifinalist
Drifters Wife,2020,Drifters Wife,Ben Jackson,Best Chef: Northeast,"Portland, Maine",Nominee
Palace Diner,2020,Palace Diner,Chad Conley,Best Chef: Northeast,"Biddeford, Maine",Nominee
Palace Diner,2020,Palace Diner,Greg Mitchell,Best Chef: Northeast,"Biddeford, Maine",Nominee
Fisher's at Orange Beach Marina,2020,Fisher's at Orange Beach Marina,Bill Briand,Best Chef: South,"Orange Beach, Alabama",Semifinalist
The Wolf’s Tailor,2020,The Wolf’s Tailor,Kelly Whitaker,Best Chef: Mountain,"Denver, Colorado",Nominee
The Orginial Ninfa's on Navigation,2020,The Orginial Ninfa's on Navigation,,Outstanding Restaurant,"Houston, Texas",Semifinalist
Kogi BBQ,2020,Kogi BBQ,,Outstanding Restaurant,"Los Angeles, California",Semifinalist
The Diplomat,2020,The Diplomat,Dane Baldwin,Best Chef: Midwest,"Milwaukee, Wisconsin",Semifinalist
Laziz Kitchen,2020,Laziz Kitchen,Derek Kitchen,Best Chef: Mountain,"Salt Lake City, Utah",Semifinalist
Bullion Restaurant,2020,Bullion Restaurant,"Ricardo ""Ricchi"" Sanchez",Outstanding Pastry Chef,"Dallas, Texas",Semifinalist
"Ne Timeas Restaurant Group (Flour + Water, Central Kitchen, Trick Dog and others)",2020,"Ne Timeas Restaurant Group (Flour + Water, Central Kitchen, Trick Dog and others)",David White,Outstanding Restaurateur,"San Francisco, California",Semifinalist
"Ne Timeas Restaurant Group (Flour + Water, Central Kitchen, Trick Dog and others)",2020,"Ne Timeas Restaurant Group (Flour + Water, Central Kitchen, Trick Dog and others)",David Steele,Outstanding Restaurateur,"San Francisco, California",Semifinalist
Mai Lee Restaurant,2020,Mai Lee Restaurant,,Outstanding Restaurant,"Saint Louis, Missouri",Semifinalist
Boka,2020,Boka,,Outstanding Restaurant,"Chicago, Illinois",Semifinalist
Restaurant Alma,2020,Restaurant Alma,,Outstanding Restaurant,"Minneapolis, Minnesota",Semifinalist
Bolete,2020,Bolete,,Outstanding Restaurant,"Bethlehem, Pennsylvania",Semifinalist
House of Prime Rib,2020,House of Prime Rib,,Outstanding Restaurant,"Salem, Oregon",Semifinalist
Pizzeria Bianco,2020,Pizzeria Bianco,,Outstanding Restaurant,"Phoenix, Arizona",Nominee
"(Phoenicia, Forest, Leila)",2020,"(Phoenicia, Forest, Leila)",Samy Eid,Outstanding Restaurateur,"Birmingham, Michigan",Semifinalist
Gado Gado,2020,Gado Gado,,Best New Restaurant,"portland, Oregon",Nominee
Laziz Kitchen,2020,Laziz Kitchen,Moudi Sbeity,Best Chef: Mountain,"Salt Lake City, Utah",Semifinalist
Lula Cafe,2020,Lula Cafe,Emily Spurlin,Outstanding Pastry Chef,"Chicago, Illinois",Semifinalist
Tiny Lou's,2020,Tiny Lou's,Claudia Martinez,Outstanding Pastry Chef,"Decatur, Georgia",Semifinalist
Bon Temps,2020,Bon Temps,Lincoln Carson,Outstanding Pastry Chef,"Los Angeles, California",Nominee
Bin 707 Foodbar,2020,Bin 707 Foodbar,Josh Niernberg,Best Chef: Mountain,"Grand Junction, Colorado",Semifinalist
Spoon and Stable,2020,Spoon and Stable,Diane Moua,Outstanding Pastry Chef,"Woodbury, Minnesota",Nominee
Driftwood Oven,2020,Driftwood Oven,Neil Blazin,Outstanding Pastry Chef,"Pittsburgh, Pennsylvania",Semifinalist
Kool Beanz Cafe,2020,Kool Beanz Cafe,Sylvia Gould,Outstanding Pastry Chef,"Tallahasee, Florida",Semifinalist
Jaleo,2020,Jaleo,,Outstanding Restaurant,"Washington, District of Columbia",Nominee
Jaleo,2020,Jaleo,,Outstanding Restaurant,"Washington, District of Columbia",Nominee
La Morada,2020,La Morada,,Outstanding Restaurant,"New York, New York",Semifinalist
Spoonbill Watering Hole & Restaurant,2020,Spoonbill Watering Hole & Restaurant,Spoonbill Watering Hole & Restaurant,Outstanding Restaurant Design (75 Seats and Under),"Lafayette, Louisiana",Nominee
Southern National,2020,Southern National,Duane Shierney Nutter,Best Chef: South,"Mobile, Alabama",Semifinalist
Yoshitomo,2020,Yoshitomo,David Utterback,Best Chef: Midwest,"Omaha, Nebraska",Semifinalist
Kyoto Japanese Restaurant,2020,Kyoto Japanese Restaurant,Peggi Ince-Whiting,Best Chef: Mountain,"Salt Lake City, Utah",Semifinalist
Clavel Mezcaleria,2020,Clavel Mezcaleria,,Outstanding Bar Program,"Baltimore, Maryland",Semifinalist
Root Baking Co.,2020,Root Baking Co.,Christopher Wilkins,Outstanding Baker,"Atlanta, Georgia",Semifinalist
Kessler Baking Studio,2020,Kessler Baking Studio,Clyde Greenhouse,Outstanding Baker,"Dallas, Texas",Semifinalist
Easy Tiger Bake Shop and Beer Garden,2020,Easy Tiger Bake Shop and Beer Garden,David Norman,Outstanding Baker,"Austin, Texas",Semifinalist
Barrio Bread,2020,Barrio Bread,Don Guerra,Outstanding Baker,"Tucson, Arizona",Semifinalist
Janjou Pâtisserie,2020,Janjou Pâtisserie,Moshit Mizrachi-Gabbitas,Outstanding Baker,"Boise, Idaho",Semifinalist
Nathaniel Reid Bakery,2020,Nathaniel Reid Bakery,Nathaniel Reid,Outstanding Baker,"St. Louis, Missouri",Semifinalist
Martina,2020,Martina,Daniel J del Prado,Best Chef: Midwest,"Minneapolis, Montana",Semifinalist
Saboteur Bakery,2020,Saboteur Bakery,Matthew Tinder,Outstanding Baker,"Bremerton, Washington",Semifinalist
Sub Rosa Bakery,2020,Sub Rosa Bakery,Evrim Dogu,Outstanding Baker,"Richmond, Virginia",Semifinalist
1900 Barker Bakery and Cafe,2020,1900 Barker Bakery and Cafe,Taylor Petrehn,Outstanding Baker,"Lawrence, Kansas",Semifinalist
Bien Cuit,2020,Bien Cuit,Zachary Golper,Outstanding Baker,"Brooklyn, New York",Nominee
Proof Bakery,2020,Proof Bakery,Na Young Ma,Outstanding Baker,"Los Angeles, California",Semifinalist
Rupee,2020,Rupee,Heliotrope Architects,Outstanding Restaurant Design (75 Seats and Under),"Seattle, Washington",Winner
FnB Restaurant,2020,FnB Restaurant,,Outstanding Wine Program,"Scottsdale, Arizona",Semifinalist
Shore Leave,2020,Shore Leave,Hacin + Associates,Outstanding Restaurant Design (76 Seats and Over),"Boston, Massachusetts",Nominee
Grill 23 & Bar,2020,Grill 23 & Bar,,Outstanding Wine Program,"Boston, Massachusetts",Semifinalist
Great China,2020,Great China,,Outstanding Wine Program,"Berkeley, California",Semifinalist
Bacchanal Fine Wine & Spirits,2020,Bacchanal Fine Wine & Spirits,,Outstanding Wine Program,"New Orleans, Louisiana",Nominee
Tzuco,2020,Tzuco,,Best New Restaurant,"Chicago, Illinois",Semifinalist
The Blind Goat,2020,The Blind Goat,,Best New Restaurant,"Houston, Texas",Semifinalist
KĀWI,2020,KĀWI,,Best New Restaurant,"New York, New York",Semifinalist
Hai Hai,2020,Hai Hai,Christina Nguyen,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Il Nido,2020,Il Nido,,Best New Restaurant,"Seattle, Washington",Semifinalist
cocina al fondo,2020,cocina al fondo,,Best New Restaurant,"San Juan, Puerto Rico",Semifinalist
Rooster & Owl,2020,Rooster & Owl,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Salaryman,2020,Salaryman,,Best New Restaurant,"Dallas, Texas",Semifinalist
